asin,brand,product_title,rating,title,body,date,verified_purchase,helpful_votes
B073JYDK7P,Skybags,,4,Great Duffle Bag,This duffle bag is perfect for gym or a short trip. The blue color is vibrant and the material seems durable. It’s surprisingly spacious.,"Reviewed in India on March 10, 2024",True,10
B073JYDK7P,Skybags,,3,Zipper Issues,"The zipper started to stick after just a couple of uses. I'm in Bangalore and needed something for a weekend trip, but I'm not sure how long this will last. Otherwise, it’s a nice looking bag.","Reviewed in India on March 10, 2024",True,6
B073JYDK7P,Skybags,,5,Perfect for Travel,Love the size and style of this duffle! It’s lightweight and easy to carry.  The material seems sturdy and the color is really nice.,"Reviewed in India on March 10, 2024",True,14
B073JYDK7P,Skybags,,4,Good Quality,This is a really well-made duffle bag. It’s a good size for a carry-on and the material feels durable. I'm using it for weekend trips from Pune.,"Reviewed in India on March 10, 2024",True,8
B073JYDK7P,Skybags,,3,Handle Could Be Better,"The handle isn't the most comfortable to grip for extended periods.  The bag itself is great, but the handle feels a bit flimsy.","Reviewed in India on March 10, 2024",True,4
B073JYDK7P,Skybags,,4,Stylish and Functional,This duffle bag is perfect for travel. The material is durable and the design is really stylish. It's a great value for the price.,"Reviewed in India on March 10, 2024",True,11
B073JYDK7P,Skybags,,5,Great Buy!,I was looking for a compact travel bag and this is perfect. It's lightweight and easy to pack. The blue color is vibrant.,"Reviewed in India on March 10, 2024",True,17
B073JYDK7P,Skybags,,2,Poor Zipper Quality,The zipper broke after only a few uses. Very disappointing.  I needed this for travel in Hyderabad but it was unusable after a short time.,"Reviewed in India on March 10, 2024",True,2
B073JYDK7P,Skybags,,4,Nice Travel Duffle,"A good, solid duffle bag for short trips.  It’s lightweight and has a nice design.  The material seems durable enough.","Reviewed in India on March 10, 2024",True,6
B0DDLDXT8N,Skybags,,3,Decent set for the price,"The luggage set looks nice, and the designs are pretty. However, the wheels on the larger suitcase feel a bit wobbly.","Reviewed in India on March 10, 2024",True,7
B0DDLDXT8N,Skybags,,4,Good Value Set,This luggage set is a great value for the price. It's lightweight and has a nice design. The handles are comfortable to grip.,"Reviewed in India on March 10, 2024",True,13
B0DDLDXT8N,Skybags,,2,Zipper Issues on Multiple Bags,The zippers on all three bags started to stick and then broke. Very frustrating! Not very durable at all.,"Reviewed in India on March 10, 2024",True,3
B0DDLDXT8N,Skybags,,5,Love the Prints!,The prints on this luggage set are so cute! It’s a good size for family travel. I'm in Chennai and it will be perfect for our upcoming trip.,"Reviewed in India on March 10, 2024",True,20
B0DDLDXT8N,Skybags,,3,Wheels Not Smooth,The wheels on the largest suitcase are not very smooth. They wobble a lot. I'm disappointed in the quality.,"Reviewed in India on March 10, 2024",True,5
B0DDLDXT8N,Skybags,,4,Stylish and Functional Set,This luggage set is stylish and functional. The sizes are perfect for different types of trips. The material feels durable.,"Reviewed in India on March 10, 2024",True,9
B0DDLDXT8N,Skybags,,4,Good for the Price Point,"For the price, this luggage set is pretty good.  The designs are fun and it's lightweight.  Just be aware of potential wheel issues.","Reviewed in India on March 10, 2024",True,10
B0DDLDXT8N,Skybags,,1,Worst luggage ever,The handle snapped on the largest bag after only one use! The zippers are also very flimsy. Complete waste of money.,"Reviewed in India on March 10, 2024",True,1
B0DDLDXT8N,Skybags,,4,Nice design for kids,I bought this for my kids and they love the designs. It's lightweight and easy for them to handle. Good value for the money.,"Reviewed in India on March 10, 2024",True,12
B0DDLDXT8N,Skybags,,3,Handle quality could be better,"The handle feels a bit flimsy, especially on the larger suitcases. I hope it holds up during travel. The design is nice though.","Reviewed in India on March 10, 2024",True,4
B0F5HP8Z3M,American Tourister,,4,Good Value for Money,"The Liftoff+ trolley is quite spacious and the wheels are surprisingly smooth. It's a bit heavier than I expected, but the build quality seems decent for the price. I used it for a trip to Bangalore and it held up well.","Reviewed in India on March 10, 2024",True,12
B0F5HP8Z3M,American Tourister,,3,Decent but Heavy,"This trolley is okay, but the weight is a definite drawback. The TSA lock is a nice feature, though. I bought it for occasional travel within India.","Reviewed in India on March 10, 2024",True,8
B0F5HP8Z3M,American Tourister,,4,Reliable and Functional,"American Tourister is a trusted brand. The wheels are silent and the handle extends smoothly.  It's a good size for checked luggage, perfect for my trip to Chennai.","Reviewed in India on March 10, 2024",True,15
B0F5HP8Z3M,American Tourister,,5,Excellent Quality,"Really happy with this purchase! The material feels strong and the zippers are sturdy.  It’s a bit pricier than some other options, but the quality justifies it. Used it for international travel.","Reviewed in India on March 10, 2024",True,22
B0F5HP8Z3M,American Tourister,,3,Heavier than anticipated,"While the trolley looks good and the wheels are smooth, it’s surprisingly heavy even when empty. It's a good size, though, for longer trips.","Reviewed in India on March 10, 2024",True,5
B0F5HP8Z3M,American Tourister,,4,Good for the Price Point,"The wheels are really smooth and the lock works perfectly. The material seems durable, and it's a good size for a medium check-in. I'm based in Mumbai and travel frequently.","Reviewed in India on March 10, 2024",True,10
B0F5HP8Z3M,American Tourister,,4,Solid Build,A reliable trolley bag from a well-known brand. The handle is sturdy and the zippers feel robust. A bit on the heavier side but overall a good purchase.,"Reviewed in India on March 10, 2024",True,18
B0F5HP8Z3M,American Tourister,,3,"Okay, but pricey","It’s a decent trolley, but I feel the price is a little too high considering the weight. The wheels are smooth though, a definite plus.","Reviewed in India on March 10, 2024",True,7
B0D797QLJZ,American Tourister,,4,Stylish and Spacious,"The Urban Jungle trolley is stylish and offers a good amount of space. The polycarbonate material feels premium. The wheels are smooth, a standard for American Tourister.","Reviewed in India on March 10, 2024",True,14
B0D797QLJZ,American Tourister,,5,Excellent Large Trolley,This is a fantastic large trolley bag! Plenty of room for everything I needed for my trip to Delhi. The wheels glide effortlessly.,"Reviewed in India on March 10, 2024",True,25
B0D797QLJZ,American Tourister,,3,A Bit Expensive,"While the quality is good, I think it's a bit overpriced. The wheels are smooth, but the overall value isn’t quite there.","Reviewed in India on March 10, 2024",True,9
B0D797QLJZ,American Tourister,,4,"Good Quality, Smooth Wheels","The trolley looks great and the wheels are incredibly smooth. It’s a bit heavy, but the build quality seems very good.","Reviewed in India on March 10, 2024",True,11
B0D797QLJZ,American Tourister,,4,Spacious and Durable,"This large trolley is perfect for extended travel. The material seems very durable, and the wheels roll smoothly. I travel from Hyderabad often.","Reviewed in India on March 10, 2024",True,17
B0D797QLJZ,American Tourister,,2,Disappointed with the Weight,"Very disappointed with how heavy this trolley is. The wheels are smooth, but the weight negates that benefit. Not worth the price.","Reviewed in India on March 10, 2024",True,6
B0D797QLJZ,American Tourister,,5,Premium Feel,The polycarbonate material gives this trolley a really premium feel. It's well-made and the wheels are smooth and quiet.  A great investment for frequent travelers.,"Reviewed in India on March 10, 2024",True,28
B0F5HLPYW3,American Tourister,,4,Perfect Cabin Size,"This small trolley is the perfect size for carry-on luggage.  The wheels are smooth and quiet, and the handle is comfortable.","Reviewed in India on March 10, 2024",True,13
B0F5HLPYW3,American Tourister,,3,Good but pricey,"It’s a decent cabin trolley, but a bit expensive for what it is. The wheels are smooth, which is a plus.","Reviewed in India on March 10, 2024",True,8
B0F5HLPYW3,American Tourister,,5,Excellent Cabin Trolley,This is a fantastic small trolley! Perfect for short trips. The wheels are smooth and the zippers work well.,"Reviewed in India on March 10, 2024",True,23
B0F5HLPYW3,American Tourister,,4,Reliable and Compact,A reliable brand with a compact and convenient cabin trolley. The wheels are smooth and the handle extends easily. Great for business trips in Pune.,"Reviewed in India on March 10, 2024",True,16
B0F5HLPYW3,American Tourister,,3,A Little Light,"It's a fine trolley, but feels a little light and flimsy. The wheels are smooth enough, but I'm not sure about the long-term durability.","Reviewed in India on March 10, 2024",True,5
B0F5HLPYW3,American Tourister,,4,Great for Weekend Trips,This small trolley is perfect for weekend getaways. The wheels are smooth and the size is just right for carry-on.,"Reviewed in India on March 10, 2024",True,10
B0F5HLPYW3,American Tourister,,4,"Good Quality, Small Size","The quality is good, especially considering the small size. The wheels are smooth, and it's easy to maneuver.","Reviewed in India on March 10, 2024",True,14
B0F5HLPYW3,American Tourister,,2,Disappointed with the Size,"The size is smaller than I expected. The wheels are smooth, but the overall value isn't there.","Reviewed in India on March 10, 2024",True,4
B0F5HLPYW3,American Tourister,,5,Perfect for Business Travel,"Excellent small cabin trolley for business travel. Smooth wheels, durable material, and the perfect size for carry-on.","Reviewed in India on March 10, 2024",True,26
B0F5HLPYW3,American Tourister,,4,Compact and Convenient,This trolley is compact and convenient for short trips. The wheels are smooth and it's easy to carry.,"Reviewed in India on March 10, 2024",True,15
B07Z3YX83T,American Tourister,,4,Good Value for Money,"The wheels are surprisingly smooth, and the handle extends easily. It's a bit heavier than I expected, but the build quality seems solid. Perfect for a week-long trip.","Reviewed in India on March 10, 2024",True,12
B07Z3YX83T,American Tourister,,5,Excellent Spinner,"Love the smooth, silent spinner wheels! Makes navigating airports in Mumbai a breeze. The TSA lock is a great security feature.","Reviewed in India on March 10, 2024",True,8
B07Z3YX83T,American Tourister,,3,A Bit Heavy,"The bag is well-made and looks stylish, but it's definitely heavier than other brands I've used. The zipper feels a little flimsy, hoping it holds up.","Reviewed in India on March 10, 2024",True,5
B07Z3YX83T,American Tourister,,4,Reliable Brand,American Tourister is a brand I trust. This trolley is sturdy and the wheels glide really well. Good for international travel.,"Reviewed in India on March 10, 2024",True,15
B07Z3YX83T,American Tourister,,5,Perfect for Short Trips,Just the right size for a weekend getaway. The handle is comfortable and the material seems durable. I'm happy with my purchase!,"Reviewed in India on March 10, 2024",True,9
B07Z3YX83T,American Tourister,,3,Pricey for the Weight,"While the quality is decent, it's a bit expensive considering how heavy it is. The TSA lock is a nice touch, though.","Reviewed in India on March 10, 2024",True,7
B07Z3YX83T,American Tourister,,4,Good for City Travel,Bought this for trips to Bangalore and Pune. The spinner wheels are a lifesaver on the crowded streets. Easy to maneuver.,"Reviewed in India on March 10, 2024",True,10
B07Z3YX83T,American Tourister,,4,Solid Choice,"A dependable trolley bag. The handle feels robust, and the zippers seem strong.  Hope it lasts a long time.","Reviewed in India on March 10, 2024",True,6
B0F5HMW1M2,American Tourister,,4,Stylish and Functional,The Liftoff+ is stylish and has smooth-rolling wheels.  The handle is a good height for me.,"Reviewed in India on March 10, 2024",True,11
B0F5HMW1M2,American Tourister,,3,A Little Heavy,"It's a good bag overall, but definitely heavier than expected.  I noticed it while traveling through Delhi airport.","Reviewed in India on March 10, 2024",True,4
B0F5HMW1M2,American Tourister,,5,Excellent Quality,"The material is really durable, and the zippers feel secure.  I appreciate the TSA lock. A great investment.","Reviewed in India on March 10, 2024",True,14
B0F5HMW1M2,American Tourister,,4,Good for Checked Luggage,Perfect for checking in on flights. The wheels are quiet and the handle extends smoothly. I'm using it for trips to Chennai.,"Reviewed in India on March 10, 2024",True,8
B0F5HMW1M2,American Tourister,,3,Price Justification,"The price seems a little high for what you get. While it's well-made, it’s a bit bulky and heavy.","Reviewed in India on March 10, 2024",True,6
B0F5HMW1M2,American Tourister,,4,Happy with the Purchase,Good quality luggage. The wheels roll smoothly and the handle is comfortable.,"Reviewed in India on March 10, 2024",True,10
B0F5HMW1M2,American Tourister,,5,Durable and Reliable,This trolley seems very durable. The zippers are strong and the wheels are quiet. A great option for frequent travelers.,"Reviewed in India on March 10, 2024",True,13
B0F5HMW1M2,American Tourister,,3,Could be Lighter,"While it's well-made, the weight is a drawback.  It's noticeable when you're hauling it around Hyderabad.","Reviewed in India on March 10, 2024",True,5
B09RPLYFXJ,American Tourister,,4,Great for Travel,This trolley is perfect for travel. The wheels are smooth and quiet.,"Reviewed in India on March 10, 2024",True,7
B09RPLYFXJ,American Tourister,,5,Excellent Spinner Wheels,The spinner wheels are fantastic! Makes maneuvering through airports so much easier. Highly recommend!,"Reviewed in India on March 10, 2024",True,16
B09RPLYFXJ,American Tourister,,3,Heavy for the Size,"It's a decent bag, but a little heavier than I expected for its size. The handle feels a little wobbly.","Reviewed in India on March 10, 2024",True,3
B09RPLYFXJ,American Tourister,,4,Good Quality,The quality seems good and the TSA lock is a nice feature. Easy to use and feels durable.,"Reviewed in India on March 10, 2024",True,9
B09RPLYFXJ,American Tourister,,5,Smooth and Quiet,"The wheels are incredibly smooth and quiet. Perfect for travel, especially in crowded places like Delhi.","Reviewed in India on March 10, 2024",True,10
B09RPLYFXJ,American Tourister,,3,"Pricey, but Looks Good","It’s a bit overpriced, but the design is appealing. The zipper could be better quality.","Reviewed in India on March 10, 2024",True,4
B09RPLYFXJ,American Tourister,,4,Reliable and Durable,American Tourister is a reliable brand. This trolley seems well-built and durable.,"Reviewed in India on March 10, 2024",True,11
B09RPLYFXJ,American Tourister,,4,Good for the Price,"Overall, a good trolley bag for the price. The wheels are smooth and the handle is comfortable.","Reviewed in India on March 10, 2024",True,8
B0CW9X3TB3,American Tourister,,4,Good Value for Money,"The Icor trolley is quite spacious and the wheels are surprisingly smooth for the price. It's a bit heavier than I expected, but overall a good buy for occasional travel. I used it for a trip to Bangalore and it handled well.","Reviewed in India on March 10, 2024",True,12
B0CW9X3TB3,American Tourister,,5,Excellent Build Quality,"American Tourister continues to impress. The Icor's material feels robust and the TSA lock is a definite plus for international travel. The handle extends smoothly, and the wheels are silent. Definitely recommend for frequent travelers from Mumbai.","Reviewed in India on March 10, 2024",True,20
B0CW9X3TB3,American Tourister,,3,A Bit Heavy,"It’s a decent trolley, but it's heavier than I anticipated. The zippers feel sturdy, though. I'm based in Chennai and needed a reliable check-in bag.","Reviewed in India on March 10, 2024",True,5
B0CW9X3TB3,American Tourister,,4,Stylish and Functional,"Love the design and the spacious interior. The wheels roll very smoothly, which is a huge plus when navigating airports. I took it to Delhi and it was a lifesaver! The price is a little premium, but worth it for the quality.","Reviewed in India on March 10, 2024",True,15
B0CW9X3TB3,American Tourister,,5,Perfect for International Travel,"The TSA lock is a great feature for international trips. I felt very secure while traveling to Europe. The handle is comfortable to grip, and the wheels are quiet and efficient. Definitely a brand I trust. From Pune.","Reviewed in India on March 10, 2024",True,25
B0CW9X3TB3,American Tourister,,4,Good for the Price,"It's a solid trolley bag, does the job well. The wheels are smooth and the handle is sturdy. A bit on the heavier side, but overall, good value for money. Used for a short trip to Hyderabad.","Reviewed in India on March 10, 2024",True,8
B0CW9X3TB3,American Tourister,,3,Zippers Could be Better,"The trolley looks good and the wheels are nice, but the zippers feel a little flimsy. Hopefully, they hold up over time. I'm in Mumbai and need a reliable bag for business trips.","Reviewed in India on March 10, 2024",True,3
B0CW9X3TB3,American Tourister,,4,Reliable and Durable,"American Tourister has always been a reliable brand. This trolley is no exception – feels well-built and sturdy. The wheels glide effortlessly, making airport navigation much easier. From Bangalore.","Reviewed in India on March 10, 2024",True,18
B0CH863QFV,American Tourister,,4,Great Luggage - Smooth Wheels!,"The wheels on this American Tourister are fantastic – so smooth and quiet! The material looks durable, and the TSA lock is a must-have for me. I’m happy with my purchase from Delhi.","Reviewed in India on March 10, 2024",True,10
B0CH863QFV,American Tourister,,5,Excellent Quality and Design,"This luggage is beautifully designed and feels very well-made. The polypropylene material seems incredibly durable, and the TSA lock gives me peace of mind. The wheels are incredibly quiet, a definite bonus when traveling through crowded airports. From Chennai.","Reviewed in India on March 10, 2024",True,22
B0CH863QFV,American Tourister,,3,A bit pricey,"It's a good trolley, but a bit expensive compared to other brands. The wheels are silent, and the handle is comfortable.  I'm based in Pune.","Reviewed in India on March 10, 2024",True,6
B0CH863QFV,American Tourister,,4,Stylish and Functional,"I love the green color! It's really stylish and the wheels are super smooth. The TSA lock is a great feature. A bit heavier than I'd like, but overall a good purchase for travelling. From Mumbai.","Reviewed in India on March 10, 2024",True,14
B0CH863QFV,American Tourister,,5,Worth the Investment,"This luggage is a fantastic investment. The build quality is excellent, the wheels are incredibly quiet, and the TSA lock is a must. The material feels very durable. I'm confident it will last for many years.  From Hyderabad.","Reviewed in India on March 10, 2024",True,28
B0CH863QFV,American Tourister,,4,Good for International Trips,"Really like this luggage for international travel. The TSA lock is a great feature and makes me feel safe. The wheels are smooth, and the handle is comfortable. A little heavier than I expected.","Reviewed in India on March 10, 2024",True,11
B0CH863QFV,American Tourister,,2,Too Heavy for the Size,"While the material seems good, this luggage is surprisingly heavy. The wheels are smooth, but the overall weight makes it less convenient. Not ideal for frequent travel from Delhi.","Reviewed in India on March 10, 2024",True,4
B0CH863QFV,American Tourister,,4,"Great Quality, Silent Wheels","The quality of this luggage is impressive. The wheels are completely silent, which is a huge plus when travelling.  The handle is well-designed and comfortable to use.  From Bangalore, a great purchase!","Reviewed in India on March 10, 2024",True,16
B0CLXV5FD7,Nasher Miles,,4,Good Cabin Luggage,Lightweight and stylish! Perfect for my short trips from Mumbai. The TSA lock is a great feature and the wheels roll smoothly.,"Reviewed in India on March 10, 2024",True,8
B0CLXV5FD7,Nasher Miles,,5,Excellent Quality,"The polycarbonate feels really premium. It's a bit pricier than Safari, but the design and finish are worth it. The handle extends smoothly.","Reviewed in India on March 10, 2024",True,12
B0CLXV5FD7,Nasher Miles,,4,Compact and Functional,Ideal for cabin baggage. I used it for a business trip to Delhi and it fit perfectly in the overhead compartment. The wheels are surprisingly quiet.,"Reviewed in India on March 10, 2024",True,6
B0CLXV5FD7,Nasher Miles,,3,Okay Product,"It's a decent cabin size luggage, but I wish they had more service centers in Pune. The lock feels a little flimsy, though.","Reviewed in India on March 10, 2024",True,3
B0CLXV5FD7,Nasher Miles,,4,Good Value for Money,I compared it with other brands and this seemed like the best option for the price. The material feels strong and durable. Easy to maneuver in Bangalore airport.,"Reviewed in India on March 10, 2024",True,9
B0CLXV5FD7,Nasher Miles,,5,Stylish and Practical,The design is sleek and modern. The TSA lock provides peace of mind while traveling internationally. I'm happy with my purchase!,"Reviewed in India on March 10, 2024",True,15
B0CLXV5FD7,Nasher Miles,,4,Light and Easy to Carry,"This cabin luggage is surprisingly lightweight, which is a huge plus when traveling. The handle is comfortable to grip, even when fully extended.","Reviewed in India on March 10, 2024",True,7
B0CLXV5FD7,Nasher Miles,,3,Could be better,"It's alright. A little expensive for what it is, and I'm concerned about the durability of the lock.","Reviewed in India on March 10, 2024",True,2
B0CGTXL5V1,Nasher Miles,,4,Good for Checked Baggage,Spacious and sturdy! Perfect for longer trips. The wheels are smooth and the handle is comfortable to use.,"Reviewed in India on March 10, 2024",True,10
B0CGTXL5V1,Nasher Miles,,3,Average Quality,"It's okay, but not as premium as I expected for the price. The polypropylene material feels a little lightweight.","Reviewed in India on March 10, 2024",True,4
B0CGTXL5V1,Nasher Miles,,5,Excellent Spinner Wheels,The spinner wheels are fantastic! They make maneuvering through airports in Chennai a breeze. The capacity is also very good.,"Reviewed in India on March 10, 2024",True,18
B0CGTXL5V1,Nasher Miles,,4,Value for Money,"A good option for checked baggage if you're looking for something stylish. The handle feels a bit wobbly, though.","Reviewed in India on March 10, 2024",True,8
B0CGTXL5V1,Nasher Miles,,4,Solid Build,The luggage feels well-made and durable. The TSA lock is a nice addition. I'm happy with the purchase.,"Reviewed in India on March 10, 2024",True,11
B0CGTXL5V1,Nasher Miles,,2,Disappointed,The wheels broke after just a few uses! Poor quality for the price. I'm based in Hyderabad and finding a service center is proving difficult.,"Reviewed in India on March 10, 2024",True,5
B0CGTXL5V1,Nasher Miles,,5,Best Luggage Ever!,This luggage is amazing! The polypropylene is really strong and the double spinner wheels make it so easy to move.,"Reviewed in India on March 10, 2024",True,22
B0CGTXL5V1,Nasher Miles,,3,Average,It's fine. Nothing special. The handle could be more sturdy.,"Reviewed in India on March 10, 2024",True,3
B0CGTXL5V1,Nasher Miles,,4,Good Size and Design,The size is perfect for checked baggage. I love the modern design.,"Reviewed in India on March 10, 2024",True,6
B09G71JXVS,Nasher Miles,,4,Good Quality for the Price,A solid check-in luggage at a reasonable price. The wheels roll smoothly and the handle is comfortable.,"Reviewed in India on March 10, 2024",True,9
B09G71JXVS,Nasher Miles,,3,Not Impressed,The material feels a bit cheap for the price. I'm not sure how durable it will be.,"Reviewed in India on March 10, 2024",True,2
B09G71JXVS,Nasher Miles,,5,Love the Design!,The Paris edition looks fantastic! The polypropylene is strong and the TSA lock is a great feature.,"Reviewed in India on March 10, 2024",True,16
B09G71JXVS,Nasher Miles,,4,Perfect for International Travel,This luggage is perfect for my upcoming trip to Europe. The wheels are smooth and quiet.,"Reviewed in India on March 10, 2024",True,7
B09G71JXVS,Nasher Miles,,3,Handle Issues,The handle keeps retracting. It's quite annoying. Located in Delhi.,"Reviewed in India on March 10, 2024",True,4
B09G71JXVS,Nasher Miles,,4,Great Value!,I was looking for a good quality check-in luggage and this one fits the bill. Easy to move around in Chennai.,"Reviewed in India on March 10, 2024",True,10
B09G71JXVS,Nasher Miles,,5,Excellent Luggage,Very durable and stylish. The lock works perfectly. Highly recommend!,"Reviewed in India on March 10, 2024",True,20
B09G71JXVS,Nasher Miles,,2,Poor Durability,The zipper broke after only a few trips. Very disappointing.,"Reviewed in India on March 10, 2024",True,1
B09G715R22,Nasher Miles,,4,"Good luggage, a bit pricey","The luggage looks stylish and the polycarbonate finish is excellent. It's definitely pricier than Safari, but the design is more modern. The wheels are smooth and the handle extends easily. I'm hoping it holds up well on my upcoming trip to Delhi.","Reviewed in India on March 10, 2024",True,12
B09G715R22,Nasher Miles,,5,Excellent build quality,Received the luggage promptly and it's beautifully made. The TSA lock is a great feature. The material feels very sturdy and I'm confident it will withstand travel.  Worth the investment!,"Reviewed in India on March 10, 2024",True,8
B09G715R22,Nasher Miles,,3,Wheels could be better,"The luggage is decent, but the wheels aren't as smooth as I expected. They feel a bit stiff. The handle is fine and the TSA lock works well. I'm in Pune and the delivery was quick.","Reviewed in India on March 10, 2024",True,5
B09G715R22,Nasher Miles,,4,Stylish and functional,Love the look of this luggage! It’s lightweight but feels durable. The zippers are strong and the TSA lock provides peace of mind.  I’m based in Mumbai and the service was good.,"Reviewed in India on March 10, 2024",True,15
B09G715R22,Nasher Miles,,4,Good value for the price,A solid option for check-in luggage. The polycarbonate material seems robust. The handle is easy to adjust and the wheels roll reasonably well. A little heavy though.,"Reviewed in India on March 10, 2024",True,9
B09G715R22,Nasher Miles,,5,Perfect for international travel,This luggage is exactly what I needed for my upcoming trip to London. The TSA lock is a must-have. The design is sleek and modern. Very happy with my purchase!,"Reviewed in India on March 10, 2024",True,11
B09G715R22,Nasher Miles,,3,Service center availability is a concern,"The luggage itself is fine, but finding a Nasher Miles service center in Chennai seems difficult. Hopefully I won't need one, but it’s a consideration.  Otherwise, it's a good product.","Reviewed in India on March 10, 2024",True,7
B09G715R22,Nasher Miles,,4,"Nice design, slightly expensive","The luggage is visually appealing and seems well-made. The handle is comfortable to grip. It's a bit on the pricier side, but the quality seems to justify it.","Reviewed in India on March 10, 2024",True,6
B09G72J5Y6,Nasher Miles,,5,Excellent cabin luggage!,"Perfect size for a cabin bag. The 360-degree wheels are fantastic, making it easy to maneuver.  The build quality is impressive and the TSA lock is a bonus.","Reviewed in India on March 10, 2024",True,18
B09G72J5Y6,Nasher Miles,,4,Good but a bit heavy for a cabin bag,"The luggage looks great and the material feels durable. The wheels are smooth, but it's a bit heavier than I anticipated for a carry-on. I live in Bangalore and the delivery was on time.","Reviewed in India on March 10, 2024",True,10
B09G72J5Y6,Nasher Miles,,3,Zipper issues,The zipper feels a little flimsy. I'm worried about its long-term durability. The handle is fine and the TSA lock works well.,"Reviewed in India on March 10, 2024",True,4
B09G72J5Y6,Nasher Miles,,4,Stylish and compact,"This cabin luggage is exactly what I was looking for – stylish, compact, and well-built. The 360-degree wheels make it easy to navigate airports. I’m very pleased.","Reviewed in India on March 10, 2024",True,14
B09G72J5Y6,Nasher Miles,,4,Good quality for the price,It's a good quality cabin bag for the price. The polycarbonate material feels sturdy and the TSA lock is a nice addition. The wheels are smooth enough.,"Reviewed in India on March 10, 2024",True,8
B09G72J5Y6,Nasher Miles,,5,Love the design!,The design is so sleek and modern. The wheels roll smoothly and the handle is comfortable.  A great buy for frequent travelers.,"Reviewed in India on March 10, 2024",True,16
B09G72J5Y6,Nasher Miles,,2,Handle broke after a few uses,The handle broke after only a few trips. Very disappointing.  The wheels were good while they lasted.,"Reviewed in India on March 10, 2024",True,3
B09G72J5Y6,Nasher Miles,,4,Lightweight and functional,A lightweight and functional cabin luggage option. The wheels are smooth and the TSA lock is a great feature.,"Reviewed in India on March 10, 2024",True,6
B0D6BS5BGY,Nasher Miles,,5,Excellent expander luggage,The expander feature is fantastic! It's perfect for those times when I need extra space. The wheels are smooth and the handle is comfortable.  I'm in Hyderabad and the delivery was quick.,"Reviewed in India on March 10, 2024",True,20
B0D6BS5BGY,Nasher Miles,,4,Good quality and spacious,"The luggage is well-made and offers a lot of space, especially with the expander feature. The wheels are decent and the handle is sturdy.","Reviewed in India on March 10, 2024",True,13
B0D6BS5BGY,Nasher Miles,,3,Expander feels a bit flimsy,"The expander feature seems a little flimsy, I'm not sure how well it will hold up over time. The wheels are okay and the handle is fine.","Reviewed in India on March 10, 2024",True,5
B0D6BS5BGY,Nasher Miles,,4,Great for longer trips,This luggage is perfect for longer trips when you need a bit more space. The expander function is a lifesaver!  The TSA lock is a great security feature.,"Reviewed in India on March 10, 2024",True,15
B0D6BS5BGY,Nasher Miles,,5,Very durable and spacious,This luggage is very durable and spacious. The expander feature is a great addition. The wheels roll smoothly and the handle is comfortable.,"Reviewed in India on March 10, 2024",True,19
B0D6BS5BGY,Nasher Miles,,4,Stylish and practical,The luggage looks great and is very practical with the expander feature. The wheels are smooth and the handle is comfortable.,"Reviewed in India on March 10, 2024",True,11
B0D6BS5BGY,Nasher Miles,,2,Zipper broke easily,The zipper on the expander broke after just one use. Very disappointing quality.,"Reviewed in India on March 10, 2024",True,2
B0D6BS5BGY,Nasher Miles,,4,Good value for money,"Overall, a good value for money check-in luggage. The expander feature is very useful, and the quality seems decent.","Reviewed in India on March 10, 2024",True,7
B0D6BS5BGY,Nasher Miles,,4,Excellent luggage!,The expander is very useful. The wheels are smooth and the lock is a great addition.,"Reviewed in India on March 10, 2024",True,9
B0D6BS5BGY,Nasher Miles,,3,TSA lock malfunctioned,The TSA lock stopped working after a few uses. Disappointing quality control.,"Reviewed in India on March 10, 2024",True,4
B0CGTXW8YJ,Nasher Miles,,4,Good Value for Money,"The Vienna check-in luggage is surprisingly sturdy and looks really sleek. The wheels roll smoothly, and the TSA lock is a great feature. A little pricier than Safari, but the premium feel justifies it. I'm happy with my purchase!","Reviewed in India on March 10, 2024",True,12
B0CGTXW8YJ,Nasher Miles,,5,Excellent Build Quality,"This luggage feels incredibly well-made. The polycarbonate finish is stunning, and the spinner wheels are a breeze to maneuver, even when fully packed.  I’m using it for a trip to Delhi next month. Highly recommended!","Reviewed in India on March 10, 2024",True,18
B0CGTXW8YJ,Nasher Miles,,4,Stylish and Functional,"Love the modern design of this luggage. It's lightweight enough to handle, and the handle extends smoothly.  The TSA lock provides peace of mind.","Reviewed in India on March 10, 2024",True,8
B0CGTXW8YJ,Nasher Miles,,3,"Okay, but a bit expensive","It’s decent quality, but I do think it's overpriced compared to other brands. The wheels are good, but the handle feels a little flimsy.  I'm in Pune and wish there were more service centers nearby.","Reviewed in India on March 10, 2024",True,5
B0CGTXW8YJ,Nasher Miles,,4,Solid Choice,"This luggage has a nice, premium feel. The polycarbonate is scratch-resistant so far. The spinner wheels are quiet and easy to use.","Reviewed in India on March 10, 2024",True,10
B0CGTXW8YJ,Nasher Miles,,5,Beautiful Luggage!,The finish is gorgeous and the interior space is surprisingly large. It looks even better in person. I’m taking it to Bangalore soon.,"Reviewed in India on March 10, 2024",True,20
B0CGTXW8YJ,Nasher Miles,,3,Handle could be better,"The luggage itself is good, but the handle doesn't feel as sturdy as I'd hoped. The wheels are excellent though.  A bit pricey for what it is.","Reviewed in India on March 10, 2024",True,6
B0CGTXW8YJ,Nasher Miles,,4,Good for International Travel,This luggage seems very durable and well-suited for international travel. The TSA lock is a necessity for me. The weight is manageable.,"Reviewed in India on March 10, 2024",True,15
